#Annotated with Bakta v1.11.4, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	564273	564698	+	DLEPHM_02315	15.7	8.7		RefSeq:WP_011164720.1, SO:0001217, UniParc:UPI0000224F6A, UniRef:UniRef100_Q6MKT9, UniRef:UniRef50_K7YW94, UniRef:UniRef90_K7YW94
contig_1	564708	565022	+	DLEPHM_02316	12.1	6.7		RefSeq:WP_011164721.1, SO:0001217, UniParc:UPI0000224F6B, UniRef:UniRef100_Q6MKT8, UniRef:UniRef50_K7ZAX7, UniRef:UniRef90_Q6MKT8
contig_1	567669	567980	-	DLEPHM_02319	11.6	4.6		SO:0001217, UniRef:UniRef50_Q6MKT5, UniRef:UniRef90_Q6MKT5
contig_1	568074	568376	-	DLEPHM_02320	11.5	10.0		RefSeq:WP_038449577.1, SO:0001217, UniParc:UPI00045C10EB, UniRef:UniRef100_UPI00045C10EB, UniRef:UniRef50_UPI0035A583D2, UniRef:UniRef90_UPI00045C10EB
contig_1	568363	568812	-	DLEPHM_02321	17.1	9.7		RefSeq:WP_041583560.1, SO:0001217, UniParc:UPI0005A2D71A, UniRef:UniRef100_UPI0005A2D71A, UniRef:UniRef50_UPI0035A71B8F, UniRef:UniRef90_UPI0035A71B8F
contig_1	576843	577340	-	DLEPHM_02330	18.7	5.3		RefSeq:WP_011164732.1, SO:0001217, UniParc:UPI0000224F76, UniRef:UniRef100_Q6MKS7, UniRef:UniRef50_K7ZFY2, UniRef:UniRef90_K7ZFY2
contig_1	577489	577692	+	DLEPHM_02331	7.8	5.3		RefSeq:WP_011164733.1, SO:0001217, UniParc:UPI0000224F77, UniRef:UniRef100_Q6MKS6, UniRef:UniRef50_Q6MKS6, UniRef:UniRef90_Q6MKS6
contig_1	587915	588406	+	DLEPHM_02339	17.6	5.5		RefSeq:WP_011164741.1, SO:0001217, UniParc:UPI0000224F7F, UniRef:UniRef100_Q6MKR8, UniRef:UniRef50_Q6MKR8, UniRef:UniRef90_Q6MKR8
contig_1	594497	594901	-	DLEPHM_02344	14.6	10.0		RefSeq:WP_011164746.1, SO:0001217, UniParc:UPI0000224F84, UniRef:UniRef100_Q6MKR3, UniRef:UniRef50_K7ZFY6, UniRef:UniRef90_K7ZFY6
contig_1	595020	598211	-	DLEPHM_02345	107.5	4.8	PF13540.12|RCC1_2	PFAM:PF13540.12, SO:0001217, UniParc:UPI0000224F85, UniRef:UniRef100_Q6MKR2, UniRef:UniRef50_Q6MKR2, UniRef:UniRef90_Q6MKR2
contig_1	601572	601949	+	DLEPHM_02348	13.9	5.9		RefSeq:WP_011164750.1, SO:0001217, UniParc:UPI0000224F88, UniRef:UniRef100_Q6MKQ9, UniRef:UniRef50_A0A162G1R0, UniRef:UniRef90_A0A1Z3N7K6
contig_1	604188	604676	-	DLEPHM_02351	17.6	9.3		SO:0001217, UniParc:UPI0000224F8B, UniRef:UniRef100_Q6MKQ6, UniRef:UniRef50_K7YQ71, UniRef:UniRef90_K7YQ71
contig_1	622536	625103	+	DLEPHM_02366	92.8	4.6	PF17164.10|DUF5122	PFAM:PF17164.10, SO:0001217, UniParc:UPI0000224F99, UniRef:UniRef100_Q6MKP2, UniRef:UniRef50_Q6MKP2, UniRef:UniRef90_Q6MKP2
contig_1	628778	629608	+	DLEPHM_02371	29.0	5.1		SO:0001217, UniRef:UniRef50_K7ZFZ4, UniRef:UniRef90_UPI0035A60156
contig_1	630546	630692	-	DLEPHM_02373	5.4	10.2		RefSeq:WP_011164774.1, SO:0001217, UniParc:UPI0000224FA0, UniRef:UniRef100_Q6MKN5, UniRef:UniRef50_K7ZB00, UniRef:UniRef90_K7ZB00
contig_1	632411	633469	+	DLEPHM_02376	40.6	6.1		RefSeq:WP_011164777.1, SO:0001217, UniParc:UPI0000224FA3, UniRef:UniRef100_Q6MKN2, UniRef:UniRef50_Q6MKN2, UniRef:UniRef90_Q6MKN2
contig_1	657873	658046	-	DLEPHM_02398	6.7	9.6		
contig_1	659435	659806	+	DLEPHM_02400	13.8	8.8		RefSeq:WP_011164800.1, SO:0001217, UniParc:UPI0000224FBA, UniRef:UniRef100_Q6MKK9, UniRef:UniRef50_K7ZG01, UniRef:UniRef90_K7ZG01
contig_1	659879	660367	+	DLEPHM_02401	18.2	5.2		SO:0001217, UniRef:UniRef50_K7YWG7, UniRef:UniRef90_K7YWG7
contig_1	665063	665674	+	DLEPHM_02404	22.9	8.7		RefSeq:WP_050792942.1, SO:0001217, UniParc:UPI000682AB40, UniRef:UniRef100_Q6MKK5, UniRef:UniRef50_A0A1Z3N7D3, UniRef:UniRef90_Q6MKK5
contig_1	669968	670696	-	DLEPHM_02409	26.6	7.7		RefSeq:WP_144313853.1, SO:0001217, UniParc:UPI0002D6F835, UniRef:UniRef100_Q6MKK0, UniRef:UniRef50_K7ZG04, UniRef:UniRef90_K7ZG04
contig_1	675237	675710	+	DLEPHM_02414	17.4	5.0		RefSeq:WP_011164814.1, SO:0001217, UniParc:UPI0000224FC8, UniRef:UniRef100_Q6MKJ5, UniRef:UniRef50_Q6MKJ5, UniRef:UniRef90_Q6MKJ5
contig_1	678878	679591	-	DLEPHM_02419	25.5	5.3		RefSeq:WP_011164818.1, SO:0001217, UniParc:UPI0000224FCC, UniRef:UniRef100_Q6MKJ1, UniRef:UniRef50_Q6MKJ1, UniRef:UniRef90_Q6MKJ1
contig_1	704450	705079	-	DLEPHM_02441	24.4	5.6		RefSeq:WP_011164840.1, SO:0001217, UniParc:UPI0000224FE1, UniRef:UniRef100_Q6MKH0, UniRef:UniRef50_K7ZDV7, UniRef:UniRef90_Q6MKH0
contig_1	710744	714145	-	DLEPHM_02446	128.3	7.6		RefSeq:WP_011164846.1, SO:0001217, UniParc:UPI0000224FE7, UniRef:UniRef100_Q6MKG4, UniRef:UniRef50_Q6MKG4, UniRef:UniRef90_Q6MKG4
contig_1	714334	715386	-	DLEPHM_02447	39.8	9.5		RefSeq:WP_041583572.1, SO:0001217, UniParc:UPI00031D0203, UniRef:UniRef100_UPI00031D0203, UniRef:UniRef50_K7YZC7, UniRef:UniRef90_K7YZC7
contig_1	725473	725754	-	DLEPHM_02456	9.8	4.3		RefSeq:WP_011164856.1, SO:0001217, UniParc:UPI0000224FF1, UniRef:UniRef100_Q6MKF4, UniRef:UniRef50_Q6MKF4, UniRef:UniRef90_Q6MKF4
contig_1	729845	731122	-	DLEPHM_02459	46.8	9.4		RefSeq:WP_231839148.1, SO:0001217, UniParc:UPI001E3051EC, UniRef:UniRef100_Q6MKF1, UniRef:UniRef50_A0A514WXP2, UniRef:UniRef90_K7YQE3
contig_1	736318	736554	+	DLEPHM_02466	9.2	9.8		RefSeq:WP_011164866.1, SO:0001217, UniParc:UPI0000224FFB, UniRef:UniRef100_Q6MKE4, UniRef:UniRef50_A0A1Z3N796, UniRef:UniRef90_Q6MKE4
contig_1	737195	738232	-	DLEPHM_02468	38.9	8.8	PF13623.11|SurA_N_2, PF13624.11|SurA_N_3	PFAM:PF13623.11, PFAM:PF13624.11, RefSeq:WP_011164868.1, SO:0001217, UniParc:UPI0000224FFD, UniRef:UniRef100_Q6MKE2, UniRef:UniRef50_Q6MKE2, UniRef:UniRef90_Q6MKE2
contig_1	744382	744942	+	DLEPHM_02474	20.7	8.1		RefSeq:WP_011164874.1, SO:0001217, UniParc:UPI0000225003, UniRef:UniRef100_Q6MKD6, UniRef:UniRef50_K7YWM7, UniRef:UniRef90_K7YWM7
contig_1	746499	747197	-	DLEPHM_02477	27.3	5.3		SO:0001217, UniParc:UPI0000225006, UniRef:UniRef100_Q6MKD3, UniRef:UniRef50_K7YQF6, UniRef:UniRef90_K7YQF6
contig_1	755294	755545	-	DLEPHM_02486	9.5	6.6		RefSeq:WP_011164886.1, SO:0001217, UniParc:UPI000022500F, UniRef:UniRef100_Q6MKC4, UniRef:UniRef50_K7ZG35, UniRef:UniRef90_Q6MKC4
contig_1	759294	760019	-	DLEPHM_02490	25.8	5.0		RefSeq:WP_226988182.1, SO:0001217, UniParc:UPI00031DBBE2, UniRef:UniRef100_Q6MKC1, UniRef:UniRef50_K7ZG38, UniRef:UniRef90_K7ZG38
contig_1	767933	768760	+	DLEPHM_02497	31.2	6.3	PF00515.34|TPR_1, PF07719.23|TPR_2, PF12895.13|ANAPC3, PF13414.12|TPR_11, PF13428.12|TPR_14, PF14559.12|TPR_19, PF25058.1|ARM_TT21	PFAM:PF00515.34, PFAM:PF07719.23, PFAM:PF12895.13, PFAM:PF13414.12, PFAM:PF13428.12, PFAM:PF14559.12, PFAM:PF25058.1, RefSeq:WP_011164896.1, SO:0001217, UniParc:UPI0000225019, UniRef:UniRef100_Q6MKB5, UniRef:UniRef50_A0A514WXV6, UniRef:UniRef90_K7ZB55
contig_1	777308	777976	-	DLEPHM_02502	26.3	5.5		RefSeq:WP_157865701.1, SO:0001217, UniParc:UPI0002EA5D6E, UniRef:UniRef100_Q6MKB0, UniRef:UniRef50_Q6MKB0, UniRef:UniRef90_Q6MKB0
contig_1	789839	791488	+	DLEPHM_02513	61.6	9.2		RefSeq:WP_011164912.1, SO:0001217, UniParc:UPI0000225029, UniRef:UniRef100_Q6MKA0, UniRef:UniRef50_K7YZI0, UniRef:UniRef90_K7YZI0
contig_1	793256	793816	-	DLEPHM_02516	21.1	9.6		SO:0001217, UniRef:UniRef50_K7YWR8, UniRef:UniRef90_K7YWR8
contig_1	811391	812803	-	DLEPHM_02533	48.9	9.0		RefSeq:WP_011164932.1, SO:0001217, UniParc:UPI000022503D, UniRef:UniRef100_Q6MK80, UniRef:UniRef50_K7YZJ7, UniRef:UniRef90_K7YZJ7
contig_1	815744	816583	+	DLEPHM_02536	29.2	9.4		RefSeq:WP_226988188.1, SO:0001217, UniParc:UPI00045BE746, UniRef:UniRef100_Q6MK77, UniRef:UniRef50_Q6MK77, UniRef:UniRef90_Q6MK77
contig_1	819302	819970	+	DLEPHM_02539	24.1	5.6		RefSeq:WP_011164938.1, SO:0001217, UniParc:UPI0000225043, UniRef:UniRef100_Q6MK74, UniRef:UniRef50_K7YQK8, UniRef:UniRef90_K7YQK8
contig_1	838761	839027	-	DLEPHM_02551	9.4	4.4		RefSeq:WP_157865703.1, SO:0001217, UniParc:UPI0012FEA1DA, UniRef:UniRef100_Q6MK62, UniRef:UniRef50_Q6MK62, UniRef:UniRef90_Q6MK62
contig_1	840015	841088	+	DLEPHM_02553	40.3	6.1		RefSeq:WP_011164952.1, SO:0001217, UniParc:UPI0000225051, UniRef:UniRef100_Q6MK60, UniRef:UniRef50_Q6MK60, UniRef:UniRef90_Q6MK60
contig_1	846934	847614	+	DLEPHM_02562	25.6	6.2		RefSeq:WP_011164960.1, SO:0001217, UniParc:UPI0000225059, UniRef:UniRef100_Q6MK52, UniRef:UniRef50_Q6MK52, UniRef:UniRef90_Q6MK52
contig_1	851414	852733	+	DLEPHM_02565	48.3	8.7		RefSeq:WP_011164963.1, SO:0001217, UniParc:UPI000022505C, UniRef:UniRef100_Q6MK49, UniRef:UniRef50_Q6MK49, UniRef:UniRef90_Q6MK49
contig_1	861116	861526	+	DLEPHM_02573	15.0	7.8		RefSeq:WP_011164972.1, SO:0001217, UniParc:UPI0000225065, UniRef:UniRef100_Q6MK40, UniRef:UniRef50_Q6MK40, UniRef:UniRef90_Q6MK40
contig_1	865868	866089	+	DLEPHM_02577	7.0	9.8		RefSeq:WP_011164976.1, SO:0001217, UniParc:UPI0000225069, UniRef:UniRef100_Q6MK36, UniRef:UniRef50_Q6MK36, UniRef:UniRef90_Q6MK36
contig_1	881709	882002	-	DLEPHM_02585	10.6	5.0		RefSeq:WP_011164984.1, SO:0001217, UniParc:UPI0000225071, UniRef:UniRef100_Q6MK28, UniRef:UniRef50_Q6MK28, UniRef:UniRef90_Q6MK28
contig_1	881999	882730	-	DLEPHM_02586	26.2	8.7		RefSeq:WP_011164985.1, SO:0001217, UniParc:UPI0000225072, UniRef:UniRef100_Q6MK27, UniRef:UniRef50_K7ZB97, UniRef:UniRef90_K7ZB97
contig_1	883791	884783	+	DLEPHM_02588	38.3	6.9		RefSeq:WP_011164987.1, SO:0001217, UniParc:UPI0000225074, UniRef:UniRef100_Q6MK25, UniRef:UniRef50_Q6MK25, UniRef:UniRef90_Q6MK25
contig_1	889785	889922	-	DLEPHM_02594	4.3	5.8		RefSeq:WP_011164993.1, SO:0001217, UniParc:UPI000022507A, UniRef:UniRef100_Q6MK19, UniRef:UniRef50_Q6MK19, UniRef:UniRef90_Q6MK19
contig_1	916314	917579	-	DLEPHM_02621	47.2	6.8		RefSeq:WP_011165020.1, SO:0001217, UniParc:UPI0000225095, UniRef:UniRef100_Q6MJZ2, UniRef:UniRef50_K7YQR2, UniRef:UniRef90_Q6MJZ2
contig_1	921120	921473	+	DLEPHM_02626	13.9	8.5		RefSeq:WP_144313855.1, SO:0001217, UniParc:UPI000312FCE6, UniRef:UniRef100_Q6MJY7, UniRef:UniRef50_A0A162H3W6, UniRef:UniRef90_Q6MJY7
contig_1	922319	922462	-	DLEPHM_02628	5.1	10.7		
contig_1	955183	955977	-	DLEPHM_02654	29.3	7.7		RefSeq:WP_011165054.1, SO:0001217, UniParc:UPI00002250B7, UniRef:UniRef100_Q6MJV8, UniRef:UniRef50_Q6MJV8, UniRef:UniRef90_Q6MJV8
contig_1	956954	957460	-	DLEPHM_02657	18.2	5.7		RefSeq:WP_157865706.1, SO:0001217, UniParc:UPI0002E1B20A, UniRef:UniRef100_UPI0002E1B20A, UniRef:UniRef50_K7YX61, UniRef:UniRef90_Q6MJV5
contig_1	960130	960504	+	DLEPHM_02660	13.7	5.8		RefSeq:WP_041583590.1, SO:0001217, UniParc:UPI00059F354F, UniRef:UniRef100_UPI00059F354F, UniRef:UniRef50_UPI00045BEFDD, UniRef:UniRef90_UPI00045BEFDD
contig_1	965951	966532	-	DLEPHM_02666	21.9	7.1		RefSeq:WP_041583591.1, SO:0001217, UniParc:UPI00059F685F, UniRef:UniRef100_Q6MJU6, UniRef:UniRef50_Q6MJU6, UniRef:UniRef90_Q6MJU6
contig_1	966720	967034	+	DLEPHM_02667	11.6	9.8		SO:0001217, UniRef:UniRef50_UPI0012FF16A1, UniRef:UniRef90_UPI0012FF16A1
contig_1	971573	972226	-	DLEPHM_02672	25.0	7.8		RefSeq:WP_041583593.1, SO:0001217, UniParc:UPI00059F033E, UniRef:UniRef100_Q6MJU1, UniRef:UniRef50_Q6MJU1, UniRef:UniRef90_Q6MJU1
contig_1	980200	980847	-	DLEPHM_02676	25.3	8.9		RefSeq:WP_011165076.1, SO:0001217, UniParc:UPI00002250CD, UniRef:UniRef100_Q6MJT6, UniRef:UniRef50_Q6MJT6, UniRef:UniRef90_Q6MJT6
contig_1	983551	984009	+	DLEPHM_02680	16.6	5.4		RefSeq:WP_011165079.1, SO:0001217, UniParc:UPI00002250D0, UniRef:UniRef100_Q6MJT3, UniRef:UniRef50_K7YX82, UniRef:UniRef90_K7YX82
contig_1	984771	985748	-	DLEPHM_02682	33.5	4.4		RefSeq:WP_011165081.1, SO:0001217, UniParc:UPI00002250D2, UniRef:UniRef100_Q6MJT1, UniRef:UniRef50_A0A514WZH0, UniRef:UniRef90_Q6MJT1
contig_1	993790	994989	-	DLEPHM_02691	44.2	8.9		RefSeq:WP_157865709.1, SO:0001217, UniParc:UPI000315B0EC, UniRef:UniRef100_Q6MJS2, UniRef:UniRef50_Q6MJS2, UniRef:UniRef90_Q6MJS2
contig_1	1016641	1017072	-	DLEPHM_02714	16.1	5.3		RefSeq:WP_011165113.1, SO:0001217, UniParc:UPI00002250F2, UniRef:UniRef100_Q6MJQ0, UniRef:UniRef50_Q6MJQ0, UniRef:UniRef90_Q6MJQ0
contig_1	1021689	1024463	-	DLEPHM_02720	102.7	8.7		RefSeq:WP_011165119.1, SO:0001217, UniParc:UPI00002250F8, UniRef:UniRef100_Q6MJP4, UniRef:UniRef50_Q6MJP4, UniRef:UniRef90_Q6MJP4
contig_1	1033978	1034427	-	DLEPHM_02727	16.8	5.8		RefSeq:WP_226987807.1, SO:0001217, UniParc:UPI00045C01CC, UniRef:UniRef100_Q6MJN6, UniRef:UniRef50_Q6MJN6, UniRef:UniRef90_Q6MJN6
contig_1	1034521	1034940	-	DLEPHM_02728	16.2	9.3		RefSeq:WP_041583599.1, SO:0001217, UniParc:UPI00030F3139, UniRef:UniRef100_Q6MJN5, UniRef:UniRef50_K7ZGC6, UniRef:UniRef90_K7ZGC6
contig_1	1041103	1042410	+	DLEPHM_02735	50.0	9.3		RefSeq:WP_011165135.1, SO:0001217, UniParc:UPI0000225108, UniRef:UniRef100_Q6MJM8, UniRef:UniRef50_A0A150WMB6, UniRef:UniRef90_Q6MJM8
contig_1	1042420	1043115	+	DLEPHM_02736	25.6	5.4		RefSeq:WP_011165136.1, SO:0001217, UniParc:UPI0000225109, UniRef:UniRef100_Q6MJM7, UniRef:UniRef50_A0A150WMP4, UniRef:UniRef90_K7ZBH9
contig_1	1058411	1059115	+	DLEPHM_02754	26.1	9.0		RefSeq:WP_011165154.1, SO:0001217, UniParc:UPI000022511B, UniRef:UniRef100_Q6MJK9, UniRef:UniRef50_K7YR64, UniRef:UniRef90_K7YR64
contig_1	1061661	1062071	-	DLEPHM_02759	14.1	6.7		RefSeq:WP_011165159.1, SO:0001217, UniParc:UPI0000225120, UniRef:UniRef100_Q6MJK4, UniRef:UniRef50_Q6MJK4, UniRef:UniRef90_Q6MJK4
contig_1	1063832	1064596	+	DLEPHM_02762	28.3	5.5		RefSeq:WP_011165162.1, SO:0001217, UniParc:UPI0000225123, UniRef:UniRef100_Q6MJK1, UniRef:UniRef50_Q6MJK1, UniRef:UniRef90_Q6MJK1
contig_1	1074593	1074916	-	DLEPHM_02774	12.1	6.3		RefSeq:WP_011165173.1, SO:0001217, UniParc:UPI000022512E, UniRef:UniRef100_Q6MJJ0, UniRef:UniRef50_K7YRA5, UniRef:UniRef90_K7YRA5
contig_1	1078577	1079314	-	DLEPHM_02779	27.6	6.9	PF00515.34|TPR_1, PF07719.23|TPR_2, PF13181.12|TPR_8, PF13414.12|TPR_11	PFAM:PF00515.34, PFAM:PF07719.23, PFAM:PF13181.12, PFAM:PF13414.12, RefSeq:WP_011165178.1, SO:0001217, UniParc:UPI0000225133, UniRef:UniRef100_Q6MJI5, UniRef:UniRef50_A0A514X209, UniRef:UniRef90_Q6MJI5
contig_1	1090451	1091362	-	DLEPHM_02793	33.8	5.8		RefSeq:WP_011165192.1, SO:0001217, UniParc:UPI0000225141, UniRef:UniRef100_Q6MJH1, UniRef:UniRef50_Q6MJH1, UniRef:UniRef90_Q6MJH1
contig_1	1100871	1101086	-	DLEPHM_02804	8.4	5.3		RefSeq:WP_226987815.1, SO:0001217, UniParc:UPI000308B978, UniRef:UniRef100_Q6MJF9, UniRef:UniRef50_K7YXQ8, UniRef:UniRef90_Q6MJF9
contig_1	1101271	1101843	+	DLEPHM_02805	20.1	5.6		RefSeq:WP_011165205.1, SO:0001217, UniParc:UPI000022514E, UniRef:UniRef100_Q6MJF8, UniRef:UniRef50_Q6MJF8, UniRef:UniRef90_Q6MJF8
contig_1	1103803	1104111	+	DLEPHM_02808	10.9	4.5		RefSeq:WP_011165208.1, SO:0001217, UniParc:UPI0000225151, UniRef:UniRef100_Q6MJF5, UniRef:UniRef50_K7YRH9, UniRef:UniRef90_K7YRH9
contig_1	1114493	1114693	+	DLEPHM_02818	7.0	8.8		
contig_1	1135663	1136142	+	DLEPHM_02837	18.6	6.6		RefSeq:WP_011165236.1, SO:0001217, UniParc:UPI000022516D, UniRef:UniRef100_Q6MJC8, UniRef:UniRef50_A0A514X217, UniRef:UniRef90_K7Z0E7
contig_1	1145000	1145398	-	DLEPHM_02846	14.2	5.7		RefSeq:WP_048349768.1, SO:0001217, UniParc:UPI00030D0FDA, UniRef:UniRef100_Q6MJB9, UniRef:UniRef50_K7ZBN7, UniRef:UniRef90_Q6MJB9
contig_1	1156188	1156547	+	DLEPHM_02854	13.5	8.8		
contig_1	1165317	1165970	+	DLEPHM_02859	25.1	6.0		RefSeq:WP_041583606.1, SO:0001217, UniParc:UPI0005A0EC12, UniRef:UniRef100_Q6MJA5, UniRef:UniRef50_K7YRL3, UniRef:UniRef90_Q6MJA5
contig_1	1183445	1184410	+	DLEPHM_02878	33.9	7.5		RefSeq:WP_011165279.1, SO:0001217, UniParc:UPI0000225198, UniRef:UniRef100_Q6MJ85, UniRef:UniRef50_Q6MJ85, UniRef:UniRef90_Q6MJ85
contig_1	1187309	1188607	+	DLEPHM_02883	49.9	9.3		RefSeq:WP_011165283.1, SO:0001217, UniParc:UPI000022519C, UniRef:UniRef100_Q6MJ81, UniRef:UniRef50_A0A150WMB6, UniRef:UniRef90_Q6MJ81
contig_1	1189546	1189926	+	DLEPHM_02885	14.4	8.8		RefSeq:WP_011165285.1, SO:0001217, UniParc:UPI000022519E, UniRef:UniRef100_Q6MJ79, UniRef:UniRef50_K7Z0I4, UniRef:UniRef90_Q6MJ79
contig_1	1194967	1195161	-	DLEPHM_02890	7.9	9.7		RefSeq:WP_038450157.1, SO:0001217, UniParc:UPI0002EE0A22, UniRef:UniRef100_Q6MJ74, UniRef:UniRef50_K7YXY5, UniRef:UniRef90_K7YXY5
contig_1	1195309	1196259	-	DLEPHM_02891	36.9	5.5		RefSeq:WP_011165291.1, SO:0001217, UniParc:UPI00002251A4, UniRef:UniRef100_Q6MJ73, UniRef:UniRef50_K7ZBQ1, UniRef:UniRef90_K7ZBQ1
contig_1	1201955	1202137	+	DLEPHM_02896	6.7	4.8		RefSeq:WP_011165296.1, SO:0001217, UniParc:UPI00002251A9, UniRef:UniRef100_Q6MJ68, UniRef:UniRef50_Q6MJ68, UniRef:UniRef90_Q6MJ68
contig_1	1210581	1211459	-	DLEPHM_02905	31.8	5.7		RefSeq:WP_011165306.1, SO:0001217, UniParc:UPI00002251B3, UniRef:UniRef100_Q6MJ58, UniRef:UniRef50_Q6MJ58, UniRef:UniRef90_Q6MJ58
contig_1	1211463	1213055	-	DLEPHM_02906	58.5	5.6		RefSeq:WP_011165307.1, SO:0001217, UniParc:UPI00002251B4, UniRef:UniRef100_Q6MJ57, UniRef:UniRef50_A0A514XFC3, UniRef:UniRef90_Q6MJ57
contig_1	1213093	1214202	-	DLEPHM_02907	41.5	6.1		RefSeq:WP_011165308.1, SO:0001217, UniParc:UPI00002251B5, UniRef:UniRef100_Q6MJ56, UniRef:UniRef50_Q6MJ56, UniRef:UniRef90_Q6MJ56
contig_1	1214851	1217577	-	DLEPHM_02909	100.7	8.4		RefSeq:WP_041583610.1, SO:0001217, UniParc:UPI0002ECA19C, UniRef:UniRef100_Q6MJ54, UniRef:UniRef50_Q6MJ54, UniRef:UniRef90_Q6MJ54
contig_1	1218347	1221439	-	DLEPHM_02911	109.0	9.0	PF01391.23|Collagen	PFAM:PF01391.23, RefSeq:WP_157865718.1, SO:0001217, UniParc:UPI0012FF3AB5, UniRef:UniRef100_Q6MJ51, UniRef:UniRef50_Q6MJ51, UniRef:UniRef90_Q6MJ51
contig_1	1269004	1269243	+	DLEPHM_02971	8.9	6.2		RefSeq:WP_011165370.1, SO:0001217, UniParc:UPI00002251F2, UniRef:UniRef100_Q6MIZ7, UniRef:UniRef50_K7ZBS5, UniRef:UniRef90_K7ZBS5
contig_1	1271084	1272097	-	DLEPHM_02974	37.2	8.8		RefSeq:WP_011165373.1, SO:0001217, UniParc:UPI00002251F5, UniRef:UniRef100_Q6MIZ4, UniRef:UniRef50_K7ZFN1, UniRef:UniRef90_Q6MIZ4
contig_1	1283895	1285355	-	DLEPHM_02984	53.7	5.3		RefSeq:WP_011165383.1, SO:0001217, UniParc:UPI00002251FF, UniRef:UniRef100_Q6MIY4, UniRef:UniRef50_Q6MIY4, UniRef:UniRef90_Q6MIY4
contig_1	1285359	1285721	-	DLEPHM_02985	13.5	9.7		RefSeq:WP_011165384.1, SO:0001217, UniParc:UPI0000225200, UniRef:UniRef100_Q6MIY3, UniRef:UniRef50_Q6MIY3, UniRef:UniRef90_Q6MIY3
contig_1	1290199	1291176	-	DLEPHM_02989	36.4	9.5		RefSeq:WP_011165388.1, SO:0001217, UniParc:UPI0000225204, UniRef:UniRef100_Q6MIX9, UniRef:UniRef50_K7Z0R3, UniRef:UniRef90_K7Z0R3
contig_1	1295324	1295755	+	DLEPHM_02995	16.2	7.8		RefSeq:WP_011165394.1, SO:0001217, UniParc:UPI000022520A, UniRef:UniRef100_Q6MIX3, UniRef:UniRef50_Q6MIX3, UniRef:UniRef90_Q6MIX3
contig_1	1298371	1299453	-	DLEPHM_02998	40.7	5.5		RefSeq:WP_367145715.1, SO:0001217, UniParc:UPI00030A928B, UniRef:UniRef100_UPI00030A928B, UniRef:UniRef50_K7ZBT9, UniRef:UniRef90_K7ZBT9
contig_1	1315953	1316429	+	DLEPHM_03003	17.9	6.8		RefSeq:WP_011165402.1, SO:0001217, UniParc:UPI0000225212, UniRef:UniRef100_Q6MIW5, UniRef:UniRef50_K7YY67, UniRef:UniRef90_K7YY67
contig_1	1327496	1328638	-	DLEPHM_03012	40.6	6.1		SO:0001217, UniRef:UniRef50_K7ZGM2, UniRef:UniRef90_K7ZGM2
contig_1	1334835	1335095	+	DLEPHM_03019	9.8	7.7		RefSeq:WP_157865720.1, SO:0001217, UniParc:UPI0002DB53DB, UniRef:UniRef100_UPI0002DB53DB, UniRef:UniRef50_K7YY79, UniRef:UniRef90_K7YY79
contig_1	1347137	1348288	-	DLEPHM_03030	43.4	8.6		RefSeq:WP_231839189.1, SO:0001217, UniParc:UPI0002F49CA2, UniRef:UniRef100_Q6MIT6, UniRef:UniRef50_K7ZBV3, UniRef:UniRef90_K7ZBV3
contig_1	1360844	1361257	+	DLEPHM_03042	15.5	4.9		RefSeq:WP_226988022.1, SO:0001217, UniParc:UPI000319F3BC, UniRef:UniRef100_Q6MIS4, UniRef:UniRef50_K7YS09, UniRef:UniRef90_K7YS09
contig_1	1377002	1377682	-	DLEPHM_03059	25.5	9.1		SO:0001217, UniRef:UniRef50_Q6MIQ7, UniRef:UniRef90_Q6MIQ7
contig_1	1377854	1378786	+	DLEPHM_03060	34.7	6.9		RefSeq:WP_011165461.1, SO:0001217, UniParc:UPI000022524D, UniRef:UniRef100_Q6MIQ6, UniRef:UniRef50_Q6MIQ6, UniRef:UniRef90_Q6MIQ6
contig_1	1394009	1394245	-	DLEPHM_03075	8.7	4.3		RefSeq:WP_011165476.1, SO:0001217, UniParc:UPI000022525C, UniRef:UniRef100_Q6MIP1, UniRef:UniRef50_K7Z0Z2, UniRef:UniRef90_K7Z0Z2
contig_1	1395125	1395241	-	DLEPHM_03077	4.4	12.0		
contig_1	1414222	1415073	+	DLEPHM_03094	31.1	5.4		RefSeq:WP_011165496.1, SO:0001217, UniParc:UPI0000225270, UniRef:UniRef100_Q6MIM1, UniRef:UniRef50_K7ZGQ2, UniRef:UniRef90_K7ZGQ2
contig_1	1461368	1461535	-	DLEPHM_03128	6.7	11.1		
contig_1	1517602	1518084	-	DLEPHM_03175	17.4	8.8		RefSeq:WP_011165577.1, SO:0001217, UniParc:UPI00002252C1, UniRef:UniRef100_Q6MIE0, UniRef:UniRef50_K7YYN0, UniRef:UniRef90_K7YYN0
contig_1	1527379	1528110	+	DLEPHM_03187	28.0	6.3		RefSeq:WP_011165590.1, SO:0001217, UniParc:UPI00002252CE, UniRef:UniRef100_Q6MIC8, UniRef:UniRef50_Q6MIC8, UniRef:UniRef90_Q6MIC8
