# Annotated with Bakta
# Software: v1.11.4
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_2	cds	1608883	1609656	+	DLEPHM_01529	fixA	Electron transfer flavoprotein subunit beta	COG:C, COG:COG2086, KEGG:K03521, RefSeq:WP_011162646.1, SO:0001217, UniParc:UPI0000224751, UniRef:UniRef100_Q6MRQ2, UniRef:UniRef50_Q6MRQ2, UniRef:UniRef90_Q6MRQ2
contig_2	cds	1609667	1610635	+	DLEPHM_01530	fixB	Electron transfer flavoprotein alpha-subunit	COG:C, COG:COG2025, KEGG:K03522, RefSeq:WP_011162645.1, SO:0001217, UniParc:UPI0000224750, UniRef:UniRef100_Q6MRQ3, UniRef:UniRef50_Q6MRQ3, UniRef:UniRef90_Q6MRQ3
contig_2	cds	1610638	1611303	+	DLEPHM_01531		DUF374 domain-containing protein	COG:COG2121, COG:S, SO:0001217, UniParc:UPI000022474F, UniRef:UniRef100_A0A1Z3N3M2, UniRef:UniRef50_A0A150WQM9, UniRef:UniRef90_A0A1Z3N3M2
contig_2	cds	1611351	1612160	+	DLEPHM_01532	surA	peptidylprolyl isomerase	COG:COG0760, COG:O, RefSeq:WP_011162643.1, SO:0001217, UniParc:UPI000022474E, UniRef:UniRef100_Q6MRQ5, UniRef:UniRef50_Q6MRQ5, UniRef:UniRef90_Q6MRQ5
contig_2	cds	1612173	1613141	+	DLEPHM_01533	surA	peptidylprolyl isomerase	COG:COG0760, COG:O, RefSeq:WP_011162642.1, SO:0001217, UniParc:UPI000022474D, UniRef:UniRef100_Q6MRQ6, UniRef:UniRef50_Q6MRQ6, UniRef:UniRef90_Q6MRQ6
contig_2	cds	1613134	1614078	+	DLEPHM_01534	surA	Survival protein SurA	COG:COG0760, COG:O, RefSeq:WP_226987866.1, SO:0001217, UniParc:UPI0003026D8D, UniRef:UniRef100_UPI0003026D8D, UniRef:UniRef50_Q6MRQ7, UniRef:UniRef90_Q6MRQ7
contig_2	cds	1614071	1615021	+	DLEPHM_01535	pdxA	4-hydroxythreonine-4-phosphate dehydrogenase PdxA	COG:COG1995, COG:H, EC:1.1.1.262, GO:0008615, GO:0050570, RefSeq:WP_011162640.1, SO:0001217, UniParc:UPI000022474B, UniRef:UniRef100_Q3V7R5, UniRef:UniRef50_Q3V7R5, UniRef:UniRef90_Q3V7R5
contig_2	cds	1615069	1616436	+	DLEPHM_01536	manB	Phosphomannomutase	COG:COG1109, COG:G, RefSeq:WP_011162639.1, SO:0001217, UniParc:UPI000022474A, UniRef:UniRef100_Q6MRQ8, UniRef:UniRef50_K7YQ89, UniRef:UniRef90_K7YQ89
contig_2	cds	1616470	1617447	-	DLEPHM_01537	soxR	Putative transcriptional regulator	COG:COG0789, COG:K, RefSeq:WP_011162638.1, SO:0001217, UniParc:UPI0000224749, UniRef:UniRef100_Q6MRQ9, UniRef:UniRef50_K7ZDP9, UniRef:UniRef90_K7ZDP9
contig_2	cds	1617491	1617979	-	DLEPHM_01538	tfoX	TfoX N-terminal domain-containing protein	RefSeq:WP_011162637.1, SO:0001217, UniParc:UPI0000224748, UniRef:UniRef100_Q6MRR0, UniRef:UniRef50_K7YJ93, UniRef:UniRef90_K7YJ93
contig_2	cds	1618124	1619044	+	DLEPHM_01539	irrE	IrrE N-terminal-like domain-containing protein	RefSeq:WP_041583427.1, SO:0001217, UniParc:UPI0002E2BBCF, UniRef:UniRef100_Q6MRR1, UniRef:UniRef50_K7YT06, UniRef:UniRef90_K7YT06
contig_2	cds	1619143	1619460	-	DLEPHM_01540	atpE	ATP synthase subunit c	COG:C, COG:COG0636, RefSeq:WP_011162635.1, SO:0001217, UniParc:UPI0000224746, UniRef:UniRef100_Q6MRR2, UniRef:UniRef50_A9FGS9, UniRef:UniRef90_Q6MRR2
contig_2	cds	1619493	1620182	-	DLEPHM_01541	atpB	F0F1 ATP synthase subunit A	COG:C, COG:COG0356, EC:7.1.2.2, GO:0005886, GO:0015986, GO:0042777, GO:0045263, GO:0046933, KEGG:K02108, RefSeq:WP_011162634.1, SO:0001217, UniParc:UPI0000224745, UniRef:UniRef100_Q6MRR3, UniRef:UniRef50_Q6MRR3, UniRef:UniRef90_Q6MRR3
contig_2	cds	1620172	1620528	-	DLEPHM_01542		ATP synthase protein I	RefSeq:WP_011162633.1, SO:0001217, UniParc:UPI0000224744, UniRef:UniRef100_Q6MRR4, UniRef:UniRef50_A0A514WRE3, UniRef:UniRef90_A0A1Z3N3M6
contig_2	cds	1620525	1620761	-	DLEPHM_01543		AtpZ/AtpI family protein	RefSeq:WP_011162632.1, SO:0001217, UniParc:UPI0000224743, UniRef:UniRef100_Q6MRR5, UniRef:UniRef50_K7YJ89, UniRef:UniRef90_K7YJ89
contig_2	cds	1620761	1621558	-	DLEPHM_01544		Outer membrane lipoprotein BamD-like domain-containing protein	RefSeq:WP_011162631.1, SO:0001217, UniParc:UPI0000224742, UniRef:UniRef100_Q6MRR6, UniRef:UniRef50_K7YT00, UniRef:UniRef90_K7YT00
contig_2	cds	1621560	1624043	-	DLEPHM_01545	gyrA	DNA gyrase subunit A	COG:COG0188, COG:L, EC:5.6.2.2, GO:0003677, GO:0003916, GO:0003918, GO:0005524, GO:0006259, GO:0006265, KEGG:K02469, RefSeq:WP_011162630.1, SO:0001217, UniParc:UPI0000224741, UniRef:UniRef100_Q6MRR7, UniRef:UniRef50_A0A947HNW1, UniRef:UniRef90_Q6MRR7
contig_2	cds	1624067	1626487	-	DLEPHM_01546	gyrB	DNA topoisomerase (ATP-hydrolyzing) subunit B	COG:COG0187, COG:L, EC:5.6.2.2, GO:0003677, GO:0003918, GO:0005524, GO:0005694, GO:0006265, KEGG:K02470, RefSeq:WP_011162629.1, SO:0001217, UniParc:UPI0000224740, UniRef:UniRef100_Q6MRR8, UniRef:UniRef50_A0A6C2UQ29, UniRef:UniRef90_Q6MRR8
contig_2	cds	1626574	1627698	-	DLEPHM_01547	recF	DNA replication/repair protein RecF	COG:COG1195, COG:L, GO:0003697, GO:0005524, GO:0006260, GO:0006281, GO:0006310, GO:0009432, RefSeq:WP_011162628.1, SO:0001217, UniParc:UPI000022473F, UniRef:UniRef100_Q6MRR9, UniRef:UniRef50_K7ZDP6, UniRef:UniRef90_K7ZDP6
contig_2	cds	1627698	1628804	-	DLEPHM_01548	dnaN	DNA polymerase III subunit beta	COG:COG0592, COG:L, EC:2.7.7.7, GO:0003677, GO:0003887, GO:0006260, GO:0009360, KEGG:K02338, RefSeq:WP_011162627.1, SO:0001217, UniParc:UPI000022473E, UniRef:UniRef100_Q6MRS0, UniRef:UniRef50_Q6MRS0, UniRef:UniRef90_Q6MRS0
contig_2	oriC	1628807	1629036	?			origin of replication	
contig_2	cds	1629037	1630452	-	DLEPHM_01549	dnaA	chromosomal replication initiator protein DnaA	GO:0003677, GO:0003688, GO:0005524, GO:0005737, GO:0005886, GO:0006270, GO:0006275, GO:0016887, KEGG:K02313, RefSeq:WP_038450424.1, SO:0001217, UniParc:UPI00045BEC92, UniRef:UniRef100_UPI00045BEC92, UniRef:UniRef50_Q6MRS1, UniRef:UniRef90_Q6MRS1
contig_2	cds	1630636	1630785	+	DLEPHM_01550	rpmH	50S ribosomal protein L34	COG:COG0230, COG:J, GO:0000315, GO:0003735, GO:0006412, GO:0022625, KEGG:K02914, RefSeq:WP_011166211.1, SO:0001217, UniParc:UPI000034ED22, UniRef:UniRef100_A0A150WQE0, UniRef:UniRef50_A3DHZ3, UniRef:UniRef90_A0A254Q978
contig_2	cds	1630826	1631077	-	DLEPHM_01551		hypothetical protein	
contig_2	cds	1631356	1632975	+	DLEPHM_01552	yidC	Membrane protein insertase YidC	COG:COG0706, COG:M, KEGG:K03217, RefSeq:WP_011166209.1, SO:0001217, UniParc:UPI0000225539, UniRef:UniRef100_Q6MGL3, UniRef:UniRef50_K7YU99, UniRef:UniRef90_K7YU99
contig_2	cds	1633027	1633587	+	DLEPHM_01553	jag	R3H domain-containing protein	COG:COG1847, COG:R, KEGG:K06346, RefSeq:WP_011166208.1, SO:0001217, UniParc:UPI0000225538, UniRef:UniRef100_Q6MGL4, UniRef:UniRef50_K7Z2W7, UniRef:UniRef90_K7Z2W7
contig_2	cds	1633607	1635037	+	DLEPHM_01554	mnmE	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE	COG:COG0486, COG:J, EC:3.6.-.-, GO:0002098, GO:0003924, GO:0005525, GO:0005829, GO:0006400, GO:0030488, GO:0046872, RefSeq:WP_231839227.1, SO:0001217, UniParc:UPI00030D46EC, UniRef:UniRef100_Q6MGL5, UniRef:UniRef50_Q6MGL5, UniRef:UniRef90_Q6MGL5
contig_2	cds	1635040	1636968	+	DLEPHM_01555	mnmG	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG	COG:COG0445, COG:J, GO:0002098, GO:0005829, GO:0008033, GO:0030488, GO:0050660, KEGG:K03495, RefSeq:WP_011166206.1, SO:0001217, UniParc:UPI0000225536, UniRef:UniRef100_Q6MGL6, UniRef:UniRef50_Q6MGL6, UniRef:UniRef90_Q6MGL6
contig_2	cds	1636919	1637584	+	DLEPHM_01556	rsmG	16S rRNA (guanine(527)-N(7))-methyltransferase RsmG	COG:COG0357, COG:J, EC:2.1.1.170, GO:0005829, GO:0008168, GO:0031167, GO:0046118, GO:0070043, KEGG:K03501, RefSeq:WP_011166205.1, SO:0001217, UniParc:UPI0000225535, UniRef:UniRef100_Q6MGL7, UniRef:UniRef50_Q6MGL7, UniRef:UniRef90_Q6MGL7
contig_2	cds	1637616	1638107	-	DLEPHM_01557		Lipoprotein	RefSeq:WP_226987864.1, SO:0001217, UniParc:UPI00030BC1CD, UniRef:UniRef100_Q6MGL8, UniRef:UniRef50_A0A1Z3N3Q9, UniRef:UniRef90_Q6MGL8
contig_2	cds	1638235	1639047	+	DLEPHM_01558	parA	Partition protein, ParA-like protein	COG:COG1192, COG:DN, KEGG:K03496, RefSeq:WP_038450418.1, SO:0001217, UniParc:UPI0003162681, UniRef:UniRef100_Q6MGL9, UniRef:UniRef50_A0A2H5VP51, UniRef:UniRef90_K7Z2W3
contig_2	cds	1639062	1640075	+	DLEPHM_01559	spo0J	Chromosome partitioning protein	COG:COG1475, COG:D, KEGG:K03497, RefSeq:WP_011166202.1, SO:0001217, UniParc:UPI0000225532, UniRef:UniRef100_Q6MGM0, UniRef:UniRef50_A0A940L5T0, UniRef:UniRef90_K7ZCS5
contig_2	cds	1640066	1640431	+	DLEPHM_01560	ccmA	Cell shape determination protein CcmA	COG:COG1664, COG:Z, RefSeq:WP_011166201.1, SO:0001217, UniParc:UPI0000225531, UniRef:UniRef100_Q6MGM1, UniRef:UniRef50_M4VC62, UniRef:UniRef90_Q6MGM1
contig_2	cds	1640526	1640960	+	DLEPHM_01561	atpF	ATP synthase subunit b	COG:C, COG:COG0711, RefSeq:WP_011166200.1, SO:0001217, UniParc:UPI0000225530, UniRef:UniRef100_Q6MGM2, UniRef:UniRef50_Q6MGM2, UniRef:UniRef90_Q6MGM2
contig_2	cds	1640974	1641528	+	DLEPHM_01562	atpF	ATP synthase subunit b	COG:C, COG:COG0711, GO:0005886, GO:0045263, GO:0046933, RefSeq:WP_226987863.1, SO:0001217, UniParc:UPI0002FE272C, UniRef:UniRef100_Q6MGM3, UniRef:UniRef50_Q6MGM3, UniRef:UniRef90_Q6MGM3
contig_2	cds	1641533	1642081	+	DLEPHM_01563	atpH	ATP synthase F1 subunit delta	COG:C, COG:COG0712, EC:7.1.2.2, GO:0005886, GO:0015986, GO:0045261, GO:0046933, RefSeq:WP_011166198.1, SO:0001217, UniParc:UPI000022552E, UniRef:UniRef100_Q6MGM4, UniRef:UniRef50_Q6MGM4, UniRef:UniRef90_Q6MGM4
contig_2	cds	1642084	1643607	+	DLEPHM_01564	atpA	F0F1 ATP synthase subunit alpha	COG:C, COG:COG0056, EC:7.1.2.2, GO:0005524, GO:0005886, GO:0015986, GO:0043531, GO:0045261, GO:0046933, GO:0046961, RefSeq:WP_011166197.1, SO:0001217, UniParc:UPI000022552D, UniRef:UniRef100_Q6MGM5, UniRef:UniRef50_P37808, UniRef:UniRef90_Q6MGM5
contig_2	cds	1643620	1644507	+	DLEPHM_01565	atpG	ATP synthase F1 subunit gamma	COG:C, COG:COG0224, EC:7.1.2.2, GO:0005524, GO:0005886, GO:0015986, GO:0042777, GO:0045261, GO:0046933, KEGG:K02115, RefSeq:WP_011166196.1, SO:0001217, UniParc:UPI000022552C, UniRef:UniRef100_Q6MGM6, UniRef:UniRef50_Q6MGM6, UniRef:UniRef90_Q6MGM6
contig_2	cds	1644519	1645925	+	DLEPHM_01566	atpD	F0F1 ATP synthase subunit beta	COG:C, COG:COG0055, EC:7.1.2.2, GO:0005524, GO:0005886, GO:0015986, GO:0016887, GO:0045261, GO:0046933, GO:0046961, RefSeq:WP_011166195.1, SO:0001217, UniParc:UPI000022552B, UniRef:UniRef100_Q6MGM7, UniRef:UniRef50_P29707, UniRef:UniRef90_Q6MGM7
contig_2	cds	1645952	1646368	+	DLEPHM_01567	atpC	ATP synthase F1 subunit epsilon	COG:C, COG:COG0355, EC:7.1.2.2, GO:0005524, GO:0005886, GO:0015986, GO:0045261, GO:0046933, RefSeq:WP_226987862.1, SO:0001217, UniParc:UPI00030912FD, UniRef:UniRef100_Q6MGM8, UniRef:UniRef50_Q6MGM8, UniRef:UniRef90_Q6MGM8
contig_2	cds	1646429	1648105	-	DLEPHM_01568	bglX	beta-N-acetylhexosaminidase	COG:COG1472, COG:G, SO:0001217, UniParc:UPI0000225529, UniRef:UniRef100_Q6MGM9, UniRef:UniRef50_Q6MGM9, UniRef:UniRef90_Q6MGM9
contig_2	cds	1648160	1649137	+	DLEPHM_01569		Outer membrane protein beta-barrel domain-containing protein	RefSeq:WP_041583669.1, SO:0001217, UniParc:UPI000316B05B, UniRef:UniRef100_Q6MGN0, UniRef:UniRef50_K7ZCS2, UniRef:UniRef90_K7ZCS2
contig_2	cds	1649134	1652652	-	DLEPHM_01570	mfd	transcription-repair coupling factor	COG:COG1197, COG:LK, EC:5.6.2.4, GO:0003684, GO:0005524, GO:0006281, KEGG:K03723, RefSeq:WP_011166191.1, SO:0001217, UniParc:UPI0000225527, UniRef:UniRef100_Q6MGN1, UniRef:UniRef50_A0A317JLM5, UniRef:UniRef90_K7ZHE3
contig_2	cds	1652773	1653144	+	DLEPHM_01571	nuoA	NADH-quinone oxidoreductase subunit	COG:C, COG:COG0838, RefSeq:WP_144313889.1, SO:0001217, UniParc:UPI0011846B6F, UniRef:UniRef100_UPI0011846B6F, UniRef:UniRef50_A0A1W9HYY1, UniRef:UniRef90_Q6MGN2
contig_2	cds	1653148	1654305	+	DLEPHM_01572	nuoH	NADH-quinone oxidoreductase subunit H	COG:C, COG:COG1005, EC:7.1.1.-, GO:0003954, GO:0005886, GO:0009060, GO:0016655, GO:0048038, KEGG:K00337, SO:0001217, UniParc:UPI0000225525, UniRef:UniRef100_Q6MGN3, UniRef:UniRef50_Q6MGN3, UniRef:UniRef90_Q6MGN3
contig_2	cds	1654315	1654851	+	DLEPHM_01573	nuoJ	NADH-quinone oxidoreductase subunit J	COG:C, COG:COG0839, RefSeq:WP_011166188.1, SO:0001217, UniParc:UPI0000225524, UniRef:UniRef100_Q6MGN4, UniRef:UniRef50_A0A317JMF4, UniRef:UniRef90_Q6MGN4
contig_2	cds	1654841	1655164	+	DLEPHM_01574	nuoK	NADH-quinone oxidoreductase subunit NuoK	COG:C, COG:COG0713, EC:1.6.5.9, EC:7.1.1.-, GO:0005886, GO:0016651, GO:0030964, GO:0042773, GO:0048038, GO:0050136, KEGG:K00340, RefSeq:WP_011166187.1, SO:0001217, UniParc:UPI0000225523, UniRef:UniRef100_Q6MGN5, UniRef:UniRef50_P9WIX3, UniRef:UniRef90_Q6MGN5
contig_2	cds	1655193	1657106	+	DLEPHM_01575	nuoL	NADH-quinone oxidoreductase subunit L	EC:7.1.1.2, GO:0008137, GO:0042773, KEGG:K00341, RefSeq:WP_041583668.1, SO:0001217, UniParc:UPI0002E457EA, UniRef:UniRef100_Q6MGN6, UniRef:UniRef50_Q6MGN6, UniRef:UniRef90_Q6MGN6
contig_2	cds	1657110	1658663	+	DLEPHM_01576	nuoM	NADH dehydrogenase I chain M	COG:C, COG:COG1008, RefSeq:WP_011166185.1, SO:0001217, UniParc:UPI0000225521, UniRef:UniRef100_Q6MGN7, UniRef:UniRef50_Q6MGN7, UniRef:UniRef90_Q6MGN7
contig_2	cds	1658663	1660123	+	DLEPHM_01577	nuoN	NADH-quinone oxidoreductase subunit N	COG:C, COG:COG1007, EC:7.1.1.-, GO:0005886, GO:0008137, GO:0042773, GO:0048038, GO:0050136, RefSeq:WP_011166184.1, SO:0001217, UniParc:UPI0000225520, UniRef:UniRef100_Q6MGN8, UniRef:UniRef50_Q6MGN8, UniRef:UniRef90_Q6MGN8
contig_2	cds	1660252	1661166	+	DLEPHM_01578	mMP0363	Methanol dehydrogenase regulatory protein	COG:COG0714, COG:R, RefSeq:WP_041583667.1, SO:0001217, UniParc:UPI0002FD16BB, UniRef:UniRef100_Q6MGN9, UniRef:UniRef50_K7ZCR3, UniRef:UniRef90_K7ZCR3
contig_2	cds	1661132	1662046	+	DLEPHM_01579	mMP0362	DUF58 domain-containing protein	COG:COG1721, COG:R, SO:0001217, UniRef:UniRef50_K7Z098, UniRef:UniRef90_K7Z098
contig_2	cds	1662043	1663977	+	DLEPHM_01580	yebA	Putative cysteine protease (Transglutaminase-like)	COG:COG1305, COG:O, EC:2.3.2.13, KEGG:K22452, RefSeq:WP_011166181.1, SO:0001217, UniParc:UPI000022551D, UniRef:UniRef100_Q6MGP1, UniRef:UniRef50_A0A0B8WAV2, UniRef:UniRef90_K7ZHE1
contig_2	cds	1663974	1665173	-	DLEPHM_01581	rssA	PNPLA domain-containing protein	COG:COG1752, COG:R, RefSeq:WP_011166180.1, SO:0001217, UniParc:UPI000022551C, UniRef:UniRef100_Q6MGP2, UniRef:UniRef50_A0A258W959, UniRef:UniRef90_Q6MGP2
contig_2	cds	1665468	1665953	+	DLEPHM_01582		DUF3972 domain-containing protein	RefSeq:WP_011166179.1, SO:0001217, UniParc:UPI000022551B, UniRef:UniRef100_Q6MGP3, UniRef:UniRef50_A0A924ZHX4, UniRef:UniRef90_Q6MGP3
contig_2	cds	1665986	1667359	-	DLEPHM_01583	hDGYP	HD-GYP domain-containing protein	COG:COG2206, COG:T, RefSeq:WP_011166178.1, SO:0001217, UniParc:UPI000022551A, UniRef:UniRef100_Q6MGP4, UniRef:UniRef50_Q6MGP4, UniRef:UniRef90_Q6MGP4
contig_2	cds	1667475	1668554	-	DLEPHM_01584		Prepilin-type N-terminal cleavage/methylation domain-containing protein	RefSeq:WP_011166177.1, SO:0001217, UniParc:UPI0000225519, UniRef:UniRef100_Q6MGP5, UniRef:UniRef50_K7ZCR1, UniRef:UniRef90_K7ZCR1
contig_2	cds	1668551	1669054	-	DLEPHM_01585		Prepilin-type N-terminal cleavage/methylation domain-containing protein	RefSeq:WP_011166176.1, SO:0001217, UniParc:UPI0000225518, UniRef:UniRef100_Q6MGP6, UniRef:UniRef50_K7Z094, UniRef:UniRef90_K7Z094
contig_2	cds	1669055	1671598	-	DLEPHM_01586		DUF1559 domain-containing protein	RefSeq:WP_011166175.1, SO:0001217, UniParc:UPI0000225517, UniRef:UniRef100_Q6MGP7, UniRef:UniRef50_A0A161PPG8, UniRef:UniRef90_K7ZHE0
contig_2	cds	1671786	1674191	-	DLEPHM_01587	lon	endopeptidase La	EC:3.4.21.53, GO:0004176, GO:0004252, GO:0005524, GO:0005737, GO:0006508, GO:0006515, GO:0016887, GO:0034605, GO:0043565, KEGG:K01338, RefSeq:WP_011166174.1, SO:0001217, UniParc:UPI0000225516, UniRef:UniRef100_Q6MGP8, UniRef:UniRef50_Q6MGP8, UniRef:UniRef90_Q6MGP8
contig_2	cds	1674345	1674602	-	DLEPHM_01588		hypothetical protein	PFAM:PF01258.23
contig_2	cds	1674818	1675189	-	DLEPHM_01589	dksA	Zinc finger DksA/TraR C4-type domain-containing protein	COG:COG1734, COG:K, RefSeq:WP_011166172.1, SO:0001217, UniParc:UPI0000225514, UniRef:UniRef100_Q6MGQ0, UniRef:UniRef50_M4VC30, UniRef:UniRef90_Q6MGQ0
contig_2	cds	1675297	1676967	-	DLEPHM_01590	livK	Branched chain amino-acid ABC transporter substrate-binding protein	COG:COG0683, COG:E, RefSeq:WP_011166171.1, SO:0001217, UniParc:UPI0000225513, UniRef:UniRef100_Q6MGQ1, UniRef:UniRef50_K7ZHD9, UniRef:UniRef90_K7ZHD9
contig_2	cds	1676964	1677971	-	DLEPHM_01591	dnaJ	Chaperone protein DnaJ	COG:COG0484, COG:O, RefSeq:WP_011166170.1, SO:0001217, UniParc:UPI0000225512, UniRef:UniRef100_Q6MGQ2, UniRef:UniRef50_M4VFG3, UniRef:UniRef90_Q6MGQ2
contig_2	cds	1677983	1678501	-	DLEPHM_01592	grpE	nucleotide exchange factor GrpE	COG:COG0576, COG:O, GO:0000774, GO:0005737, GO:0006457, GO:0042803, GO:0051082, GO:0051087, KEGG:K03687, RefSeq:WP_011166169.1, SO:0001217, UniParc:UPI0000225511, UniRef:UniRef100_Q6MGQ3, UniRef:UniRef50_Q6MGQ3, UniRef:UniRef90_Q6MGQ3
contig_2	cds	1678586	1679758	-	DLEPHM_01593	hemW	radical SAM family heme chaperone HemW	COG:COG0635, COG:H, GO:0005737, GO:0006779, GO:0051539, GO:0051989, RefSeq:WP_011166168.1, SO:0001217, UniParc:UPI0000225510, UniRef:UniRef100_Q6MGQ4, UniRef:UniRef50_Q6MGQ4, UniRef:UniRef90_Q6MGQ4
contig_2	cds	1679775	1682381	+	DLEPHM_01594	pqqL	Zinc protease	COG:COG0612, COG:R, EC:3.4.24.-, KEGG:K07263, RefSeq:WP_011166167.1, SO:0001217, UniParc:UPI000022550F, UniRef:UniRef100_Q6MGQ5, UniRef:UniRef50_M4VC23, UniRef:UniRef90_K7Z086
contig_2	cds	1682378	1683436	-	DLEPHM_01595		Peptidase M48 domain-containing protein	RefSeq:WP_011166166.1, SO:0001217, UniParc:UPI000022550E, UniRef:UniRef100_Q6MGQ6, UniRef:UniRef50_K7ZHD8, UniRef:UniRef90_Q6MGQ6
contig_2	cds	1683578	1684213	+	DLEPHM_01596		Globin-sensor domain-containing protein	RefSeq:WP_011166165.1, SO:0001217, UniParc:UPI000022550D, UniRef:UniRef100_Q6MGQ7, UniRef:UniRef50_A0A923THZ5, UniRef:UniRef90_K7YU32
contig_2	cds	1684232	1684588	+	DLEPHM_01597	tatA	Putative sec-independent protein translocase protein	COG:COG1826, COG:U, KEGG:K03117, RefSeq:WP_011166164.1, SO:0001217, UniParc:UPI000022550C, UniRef:UniRef100_Q6MGQ8, UniRef:UniRef50_Q6MGQ8, UniRef:UniRef90_Q6MGQ8
contig_2	cds	1684585	1685346	+	DLEPHM_01598	tatC	twin-arginine translocase subunit TatC	COG:COG0805, COG:U, GO:0005886, GO:0015628, KEGG:K03118, RefSeq:WP_011166163.1, SO:0001217, UniParc:UPI000022550B, UniRef:UniRef100_Q6MGQ9, UniRef:UniRef50_M4VFF3, UniRef:UniRef90_Q6MGQ9
contig_2	cds	1685462	1686319	+	DLEPHM_01599		DUF4412 domain-containing protein	RefSeq:WP_157865746.1, SO:0001217, UniParc:UPI00031C6B92, UniRef:UniRef100_UPI00031C6B92, UniRef:UniRef50_K7Z081, UniRef:UniRef90_Q6MGR0
contig_2	cds	1686316	1686477	+	DLEPHM_01600		DUF4412 domain-containing protein	RefSeq:WP_011166161.1, SO:0001217, UniParc:UPI0000225509, UniRef:UniRef100_Q6MGR1, UniRef:UniRef50_K7Z081, UniRef:UniRef90_Q6MGR1
contig_2	cds	1686540	1687067	-	DLEPHM_01601	pccA	Putative methylmalonyl-CoA decarboxylase, gamma-subunit	COG:COG4770, COG:I, RefSeq:WP_011166160.1, SO:0001217, UniParc:UPI0000225508, UniRef:UniRef100_Q6MGR2, UniRef:UniRef50_Q6MGR2, UniRef:UniRef90_Q6MGR2
contig_2	cds	1687070	1688572	-	DLEPHM_01602	accC	acetyl-CoA carboxylase biotin carboxylase subunit	COG:COG4770, COG:I, EC:6.3.4.14, GO:0004075, GO:0009317, GO:0016874, RefSeq:WP_011166159.1, SO:0001217, UniParc:UPI0000225507, UniRef:UniRef100_Q6MGR3, UniRef:UniRef50_A0A0F7X5U3, UniRef:UniRef90_Q6MGR3
contig_2	cds	1688581	1690149	-	DLEPHM_01603	mmdA	Propionyl-CoA carboxylase beta chain	COG:COG4799, COG:I, RefSeq:WP_011166158.1, SO:0001217, UniParc:UPI0000225506, UniRef:UniRef100_Q6MGR4, UniRef:UniRef50_A0AA35VY31, UniRef:UniRef90_Q6MGR4
contig_2	cds	1690288	1691517	-	DLEPHM_01604	aprE	Alkaline serine protease	COG:COG1404, COG:O, RefSeq:WP_011166157.1, SO:0001217, UniParc:UPI0000225505, UniRef:UniRef100_Q6MGR5, UniRef:UniRef50_A0A258W922, UniRef:UniRef90_K7ZCQ3
contig_2	cds	1691662	1692504	-	DLEPHM_01605	xapA	purine-nucleoside phosphorylase	COG:COG0005, COG:F, EC:2.4.2.1, GO:0004731, GO:0009116, KEGG:K03783, RefSeq:WP_011166156.1, SO:0001217, UniParc:UPI0000225504, UniRef:UniRef100_Q6MGR6, UniRef:UniRef50_A0A327J1E5, UniRef:UniRef90_Q6MGR6
contig_2	cds	1692504	1693823	-	DLEPHM_01606	deoA	thymidine phosphorylase	COG:COG0213, COG:F, EC:2.4.2.4, GO:0006206, RefSeq:WP_011166155.1, SO:0001217, UniParc:UPI0000225503, UniRef:UniRef100_Q6MGR7, UniRef:UniRef50_A0A1W9HYC4, UniRef:UniRef90_Q6MGR7
contig_2	cds	1693823	1694485	-	DLEPHM_01607	deoC	deoxyribose-phosphate aldolase	COG:COG0274, COG:F, EC:4.1.2.4, GO:0004139, GO:0005737, GO:0006018, GO:0009264, GO:0016052, KEGG:K01619, RefSeq:WP_011166154.1, SO:0001217, UniParc:UPI0000225502, UniRef:UniRef100_Q6MGR8, UniRef:UniRef50_Q6MGR8, UniRef:UniRef90_Q6MGR8
contig_2	cds	1694545	1694922	+	DLEPHM_01608		Glycine zipper domain-containing protein	RefSeq:WP_226987857.1, SO:0001217, UniParc:UPI00045BEA3C, UniRef:UniRef100_Q6MGR9, UniRef:UniRef50_A0A161PU40, UniRef:UniRef90_Q6MGR9
contig_2	cds	1694924	1696027	-	DLEPHM_01609	pilT	Twitching motility protein	COG:COG2805, COG:NU, KEGG:K02669, RefSeq:WP_011166152.1, SO:0001217, UniParc:UPI0000225500, UniRef:UniRef100_Q6MGS0, UniRef:UniRef50_A0A958KVX1, UniRef:UniRef90_Q6MGS0
contig_2	cds	1696175	1697692	+	DLEPHM_01610	cafA	Ribonuclease G	COG:COG1530, COG:J, RefSeq:WP_011166151.1, SO:0001217, UniParc:UPI00002254FF, UniRef:UniRef100_Q6MGS1, UniRef:UniRef50_A0A2E1Q306, UniRef:UniRef90_K7ZHD5
contig_2	cds	1697770	1699371	+	DLEPHM_01611		hypothetical protein	RefSeq:WP_144313886.1, SO:0001217, UniParc:UPI0002DF57C9, UniRef:UniRef100_Q6MGS2, UniRef:UniRef50_K7YU12, UniRef:UniRef90_K7YU12
