source           ,1..3,782,950        ,3,782,950,==,source    
dnaA             ,1..1416             ,1416     ,=>,gene      
dnaA             ,1..1416             ,1416     ,=>,CDS       
dnaN             ,1649..2755          ,1107     ,=>,gene      
dnaN             ,1649..2755          ,1107     ,=>,CDS       
recF             ,2755..3879          ,1125     ,=>,gene      
recF             ,2755..3879          ,1125     ,=>,CDS       
gyrB             ,3966..6386          ,2421     ,=>,gene      
gyrB             ,3966..6386          ,2421     ,=>,CDS       
gyrA             ,6410..8893          ,2484     ,=>,gene      
gyrA             ,6410..8893          ,2484     ,=>,CDS       
BD_RS00030       ,8895..9692          ,798      ,=>,gene      
BD_RS00030       ,8895..9692          ,798      ,=>,CDS       
BD_RS00035       ,9692..9928          ,237      ,=>,gene      
BD_RS00035       ,9692..9928          ,237      ,=>,CDS       
BD_RS00040       ,9925..10,281        ,357      ,=>,gene      
BD_RS00040       ,9925..10,281        ,357      ,=>,CDS       
BD_RS07655       ,1,619,271..1,619,939,669      ,=>,gene      
BD_RS07655       ,1,619,271..1,619,939,669      ,=>,CDS       
neuB             ,1,619,936..1,621,006,1071     ,=>,gene      
neuB             ,1,619,936..1,621,006,1071     ,=>,CDS       
BD_RS07665       ,1,621,012..1,621,671,660      ,=>,gene      
BD_RS07665       ,1,621,012..1,621,671,660      ,=>,CDS       
BD_RS07670       ,1,621,680..1,622,732,1053     ,=>,gene      
BD_RS07670       ,1,621,680..1,622,732,1053     ,=>,CDS       
BD_RS07675       ,1,622,725..1,623,402,678      ,=>,gene      
BD_RS07675       ,1,622,725..1,623,402,678      ,=>,CDS       
BD_RS07680       ,1,623,480..1,624,298,819      ,=>,gene      
BD_RS07680       ,1,623,480..1,624,298,819      ,=>,CDS       
BD_RS07685       ,1,624,303..1,625,571,1269     ,=>,gene      
BD_RS07685       ,1,624,303..1,625,571,1269     ,=>,CDS       
BD_RS07690       ,1,625,568..1,626,770,1203     ,=>,gene      
BD_RS07690       ,1,625,568..1,626,770,1203     ,=>,CDS       
BD_RS07695       ,1,626,847..1,627,989,1143     ,=>,gene      
BD_RS07695       ,1,626,847..1,627,989,1143     ,=>,CDS       
hisH             ,1,627,986..1,628,600,615      ,=>,gene      
hisH             ,1,627,986..1,628,600,615      ,=>,CDS       
hisF             ,1,628,602..1,629,381,780      ,=>,gene      
hisF             ,1,628,602..1,629,381,780      ,=>,CDS       
BD_RS07710       ,1,629,394..1,630,437,1044     ,=>,gene      
BD_RS07710       ,1,629,394..1,630,437,1044     ,=>,CDS       
BD_RS07715       ,1,630,440..1,631,540,1101     ,=>,gene      
BD_RS07715       ,1,630,440..1,631,540,1101     ,=>,CDS       
wecB             ,1,631,542..1,632,669,1128     ,=>,gene      
wecB             ,1,631,542..1,632,669,1128     ,=>,CDS       
BD_RS07725       ,1,632,669..1,633,886,1218     ,=>,gene      
BD_RS07725       ,1,632,669..1,633,886,1218     ,=>,CDS       
BD_RS07730       ,1,633,893..1,634,762,870      ,<=,gene      
BD_RS07730       ,1,633,893..1,634,762,870      ,<=,CDS       
BD_RS07735       ,1,634,762..1,635,322,561      ,<=,gene      
BD_RS07735       ,1,634,762..1,635,322,561      ,<=,CDS       
BD_RS07740       ,1,635,376..1,635,957,582      ,<=,gene      
BD_RS07740       ,1,635,376..1,635,957,582      ,<=,CDS       
BD_RS07745       ,1,636,122..1,637,969,1848     ,=>,gene      
BD_RS07745       ,1,636,122..1,637,969,1848     ,=>,CDS       
BD_RS07750       ,1,638,092..1,638,919,828      ,=>,gene      
BD_RS07750       ,1,638,092..1,638,919,828      ,=>,CDS       
BD_RS07755       ,1,638,998..1,639,606,609      ,=>,gene      
BD_RS07755       ,1,638,998..1,639,606,609      ,=>,CDS       
BD_RS07760       ,1,639,631..1,640,059,429      ,<=,gene      
BD_RS07760       ,1,639,631..1,640,059,429      ,<=,CDS       
BD_RS07765       ,1,640,214..1,641,692,1479     ,<=,gene      
BD_RS07765       ,1,640,214..1,641,692,1479     ,<=,CDS       
BD_RS07770       ,1,641,986..1,642,456,471      ,=>,gene      
BD_RS07770       ,1,641,986..1,642,456,471      ,=>,CDS       
BD_RS07775       ,1,642,453..1,643,040,588      ,=>,gene      
BD_RS07775       ,1,642,453..1,643,040,588      ,=>,CDS       
BD_RS07780       ,1,643,293..1,643,613,321      ,=>,gene      
BD_RS07780       ,1,643,293..1,643,613,321      ,=>,CDS       
BD_RS07785       ,1,643,615..1,643,989,375      ,<=,gene      
BD_RS07785       ,1,643,615..1,643,989,375      ,<=,CDS       
cysK             ,1,644,141..1,645,130,990      ,=>,gene      
cysK             ,1,644,141..1,645,130,990      ,=>,CDS       
BD_RS07795       ,1,645,133..1,645,879,747      ,=>,gene      
BD_RS07795       ,1,645,133..1,645,879,747      ,=>,CDS       
BD_RS07800       ,1,645,920..1,649,999,4080     ,<=,gene      
BD_RS07800       ,1,645,920..1,649,999,4080     ,<=,CDS       
BD_RS07805       ,1,650,146..1,650,667,522      ,<=,gene      
BD_RS07805       ,1,650,146..1,650,667,522      ,<=,CDS       
BD_RS07810       ,1,650,664..1,651,194,531      ,<=,gene      
BD_RS07810       ,1,650,664..1,651,194,531      ,<=,CDS       
BD_RS07815       ,1,651,395..1,653,461,2067     ,=>,gene      
BD_RS07815       ,1,651,395..1,653,461,2067     ,=>,CDS       
BD_RS07820       ,1,653,763..1,654,266,504      ,=>,gene      
BD_RS07820       ,1,653,763..1,654,266,504      ,=>,CDS       
BD_RS07825       ,1,654,263..1,654,538,276      ,<=,gene      
BD_RS07825       ,1,654,263..1,654,538,276      ,<=,CDS       
BD_RS07830       ,1,654,623..1,655,186,564      ,=>,gene      
BD_RS07830       ,1,654,623..1,655,186,564      ,=>,CDS       
BD_RS07835       ,1,655,289..1,655,675,387      ,=>,gene      
BD_RS07835       ,1,655,289..1,655,675,387      ,=>,CDS       
BD_RS07840       ,1,655,684..1,656,940,1257     ,=>,gene      
BD_RS07840       ,1,655,684..1,656,940,1257     ,=>,CDS       
BD_RS07845       ,1,657,075..1,657,641,567      ,=>,gene      
BD_RS07845       ,1,657,075..1,657,641,567      ,=>,CDS       
BD_RS07850       ,1,657,646..1,658,554,909      ,=>,gene      
BD_RS07850       ,1,657,646..1,658,554,909      ,=>,CDS       
BD_RS17955       ,1,658,687..1,659,676,990      ,=>,gene      
BD_RS17955       ,1,658,687..1,659,676,990      ,=>,CDS       
BD_RS07860       ,1,659,669..1,661,150,1482     ,=>,gene      
BD_RS07860       ,1,659,669..1,661,150,1482     ,=>,CDS       
BD_RS07865       ,1,661,147..1,662,064,918      ,=>,gene      
BD_RS07865       ,1,661,147..1,662,064,918      ,=>,CDS       
BD_RS07870       ,1,662,061..1,662,642,582      ,=>,gene      
BD_RS07870       ,1,662,061..1,662,642,582      ,=>,CDS       
BD_RS07875       ,1,662,611..1,663,357,747      ,<=,gene      
BD_RS07875       ,1,662,611..1,663,357,747      ,<=,CDS       
BD_RS07880       ,1,663,341..1,664,204,864      ,<=,gene      
BD_RS07880       ,1,663,341..1,664,204,864      ,<=,CDS       
BD_RS07885       ,1,664,201..1,665,022,822      ,<=,gene      
BD_RS07885       ,1,664,201..1,665,022,822      ,<=,CDS       
crtY             ,1,665,060..1,666,199,1140     ,=>,gene      
crtY             ,1,665,060..1,666,199,1140     ,=>,CDS       
tsaA             ,1,666,206..1,666,982,777      ,<=,gene      
tsaA             ,1,666,206..1,666,982,777      ,<=,CDS       
BD_RS07900       ,1,666,967..1,667,743,777      ,<=,gene      
BD_RS07900       ,1,666,967..1,667,743,777      ,<=,CDS       
metG             ,1,667,743..1,669,806,2064     ,<=,gene      
metG             ,1,667,743..1,669,806,2064     ,<=,CDS       
BD_RS07910       ,1,669,807..1,670,556,750      ,<=,gene      
BD_RS07910       ,1,669,807..1,670,556,750      ,<=,CDS       
BD_RS07915       ,1,670,684..1,671,658,975      ,=>,gene      
BD_RS07915       ,1,670,684..1,671,658,975      ,=>,CDS       
BD_RS07920       ,1,671,655..1,672,698,1044     ,<=,gene      
BD_RS07920       ,1,671,655..1,672,698,1044     ,<=,CDS       
BD_RS07925       ,1,672,700..1,673,314,615      ,<=,gene      
BD_RS07925       ,1,672,700..1,673,314,615      ,<=,CDS       
BD_RS07930       ,1,673,313..1,674,161,849      ,=>,gene      
BD_RS07930       ,1,673,313..1,674,161,849      ,=>,CDS       
BD_RS07935       ,1,674,139..1,675,122,984      ,=>,gene      
BD_RS07935       ,1,674,139..1,675,122,984      ,=>,CDS       
BD_RS07940       ,1,675,205..1,675,280,76       ,=>,gene      
BD_RS07940       ,1,675,205..1,675,280,76       ,=>,tRNA      
BD_RS07945       ,1,675,473..1,675,910,438      ,=>,gene      
BD_RS07945       ,1,675,473..1,675,910,438      ,=>,CDS       
BD_RS07950       ,1,676,008..1,678,845,2838     ,=>,gene      
BD_RS07950       ,1,676,008..1,678,845,2838     ,=>,CDS       
BD_RS07955       ,1,678,942..1,679,931,990      ,=>,gene      
BD_RS07955       ,1,678,942..1,679,931,990      ,=>,CDS       
BD_RS07960       ,1,679,970..1,680,806,837      ,=>,gene      
BD_RS07960       ,1,679,970..1,680,806,837      ,=>,CDS       
BD_RS07965       ,1,680,801..1,682,087,1287     ,<=,gene      
BD_RS07965       ,1,680,801..1,682,087,1287     ,<=,CDS       
BD_RS07970       ,1,682,099..1,682,281,183      ,<=,gene      
BD_RS07970       ,1,682,099..1,682,281,183      ,<=,CDS       
BD_RS07975       ,1,682,401..1,683,210,810      ,<=,gene      
BD_RS07975       ,1,682,401..1,683,210,810      ,<=,CDS       
BD_RS07980       ,1,683,557..1,686,676,3120     ,=>,gene      
BD_RS07980       ,1,683,557..1,686,676,3120     ,=>,CDS       
BD_RS18260       ,1,686,838..1,687,008,171      ,=>,gene      
BD_RS18260       ,1,686,838..1,687,008,171      ,=>,CDS       
BD_RS07985       ,1,687,640..1,689,153,1514     ,=>,gene      
BD_RS07985       ,1,687,640..1,689,153,1514     ,=>,rRNA      
BD_RS07990       ,1,689,296..1,689,372,77       ,=>,gene      
BD_RS07990       ,1,689,296..1,689,372,77       ,=>,tRNA      
BD_RS07995       ,1,689,486..1,692,426,2941     ,=>,gene      
BD_RS07995       ,1,689,486..1,692,426,2941     ,=>,rRNA      
rrf              ,1,692,681..1,692,797,117      ,=>,gene      
rrf              ,1,692,681..1,692,797,117      ,=>,rRNA      
BD_RS08005       ,1,693,383..1,693,820,438      ,=>,gene      
BD_RS08005       ,1,693,383..1,693,820,438      ,=>,CDS       
BD_RS08010       ,1,694,063..1,694,674,612      ,<=,gene      
BD_RS08010       ,1,694,063..1,694,674,612      ,<=,CDS       
BD_RS17960       ,1,694,848..1,695,273,426      ,=>,gene      
BD_RS17960       ,1,694,848..1,695,273,426      ,=>,CDS       
BD_RS17965       ,1,695,304..1,695,786,483      ,=>,gene      
BD_RS17965       ,1,695,304..1,695,786,483      ,=>,CDS       
BD_RS08020       ,1,695,705..1,696,433,729      ,=>,gene      
BD_RS08020       ,1,695,705..1,696,433,729      ,=>,CDS       
BD_RS08025       ,1,696,430..1,697,122,693      ,=>,gene      
BD_RS08025       ,1,696,430..1,697,122,693      ,=>,CDS       
BD_RS08030       ,1,697,124..1,697,765,642      ,<=,gene      
BD_RS08030       ,1,697,124..1,697,765,642      ,<=,CDS       
BD_RS08035       ,1,697,877..1,699,250,1374     ,=>,gene      
BD_RS08035       ,1,697,877..1,699,250,1374     ,=>,CDS       
BD_RS08040       ,1,699,247..1,699,876,630      ,<=,gene      
BD_RS08040       ,1,699,247..1,699,876,630      ,<=,CDS       
BD_RS08045       ,1,700,023..1,700,511,489      ,=>,gene      
BD_RS08045       ,1,700,023..1,700,511,489      ,=>,CDS       
BD_RS08050       ,1,700,549..1,700,926,378      ,=>,gene      
BD_RS08050       ,1,700,549..1,700,926,378      ,=>,CDS       
BD_RS08055       ,1,700,913..1,701,488,576      ,=>,gene      
BD_RS08055       ,1,700,913..1,701,488,576      ,=>,CDS       
BD_RS08060       ,1,701,641..1,702,384,744      ,=>,gene      
BD_RS08060       ,1,701,641..1,702,384,744      ,=>,CDS       
BD_RS08065       ,1,702,384..1,703,094,711      ,=>,gene      
BD_RS08065       ,1,702,384..1,703,094,711      ,=>,CDS       
BD_RS08070       ,1,703,094..1,704,044,951      ,=>,gene      
BD_RS08070       ,1,703,094..1,704,044,951      ,=>,CDS       
BD_RS08075       ,1,704,234..1,704,962,729      ,=>,gene      
BD_RS08075       ,1,704,234..1,704,962,729      ,=>,CDS       
BD_RS08080       ,1,704,959..1,705,756,798      ,=>,gene      
BD_RS08080       ,1,704,959..1,705,756,798      ,=>,CDS       
BD_RS08085       ,1,705,875..1,707,044,1170     ,=>,gene      
BD_RS08085       ,1,705,875..1,707,044,1170     ,=>,CDS       
BD_RS08090       ,1,707,055..1,707,876,822      ,<=,gene      
BD_RS08090       ,1,707,055..1,707,876,822      ,<=,CDS       
BD_RS08095       ,1,707,889..1,708,536,648      ,<=,gene      
BD_RS08095       ,1,707,889..1,708,536,648      ,<=,CDS       
lysA             ,1,708,581..1,709,756,1176     ,=>,gene      
lysA             ,1,708,581..1,709,756,1176     ,=>,CDS       
BD_RS08105       ,1,709,753..1,710,559,807      ,<=,gene      
BD_RS08105       ,1,709,753..1,710,559,807      ,<=,CDS       
BD_RS08110       ,1,710,562..1,711,602,1041     ,<=,gene      
BD_RS08110       ,1,710,562..1,711,602,1041     ,<=,CDS       
BD_RS08115       ,1,711,595..1,712,275,681      ,<=,gene      
BD_RS08115       ,1,711,595..1,712,275,681      ,<=,CDS       
BD_RS08120       ,1,712,399..1,713,262,864      ,=>,gene      
BD_RS08120       ,1,712,399..1,713,262,864      ,=>,CDS       
BD_RS08125       ,1,713,254..1,713,514,261      ,<=,gene      
BD_RS08125       ,1,713,254..1,713,514,261      ,<=,CDS       
BD_RS08130       ,1,713,616..1,714,044,429      ,<=,gene      
BD_RS08130       ,1,713,616..1,714,044,429      ,<=,CDS       
BD_RS08135       ,1,714,053..1,715,009,957      ,<=,gene      
BD_RS08135       ,1,714,053..1,715,009,957      ,<=,CDS       
BD_RS08140       ,1,715,066..1,715,809,744      ,<=,gene      
BD_RS08140       ,1,715,066..1,715,809,744      ,<=,CDS       
BD_RS08145       ,1,715,897..1,716,235,339      ,<=,gene      
BD_RS08145       ,1,715,897..1,716,235,339      ,<=,CDS       
BD_RS08150       ,1,716,236..1,717,207,972      ,<=,gene      
BD_RS08150       ,1,716,236..1,717,207,972      ,<=,CDS       
BD_RS08155       ,1,717,214..1,717,978,765      ,<=,gene      
BD_RS08155       ,1,717,214..1,717,978,765      ,<=,CDS       
BD_RS08160       ,1,718,264..1,719,019,756      ,<=,gene      
BD_RS08160       ,1,718,264..1,719,019,756      ,<=,CDS       
BD_RS08165       ,1,719,227..1,719,697,471      ,=>,gene      
BD_RS08165       ,1,719,227..1,719,697,471      ,=>,CDS       
BD_RS08170       ,1,719,699..1,720,094,396      ,<=,gene      
BD_RS08170       ,1,719,699..1,720,094,396      ,<=,CDS       
BD_RS08175       ,1,720,371..1,720,462,92       ,<=,gene      
BD_RS08175       ,1,720,371..1,720,462,92       ,<=,tRNA      
BD_RS08180       ,1,720,475..1,721,170,696      ,<=,gene      
BD_RS08180       ,1,720,475..1,721,170,696      ,<=,CDS       
BD_RS08185       ,1,721,167..1,721,988,822      ,<=,gene      
BD_RS08185       ,1,721,167..1,721,988,822      ,<=,CDS       
BD_RS08190       ,1,722,355..1,722,549,195      ,=>,gene      
BD_RS08190       ,1,722,355..1,722,549,195      ,=>,CDS       
BD_RS08195       ,1,722,732..1,724,189,1458     ,=>,gene      
BD_RS08195       ,1,722,732..1,724,189,1458     ,=>,CDS       
BD_RS08200       ,1,724,191..1,727,292,3102     ,=>,gene      
BD_RS08200       ,1,724,191..1,727,292,3102     ,=>,CDS       
BD_RS08205       ,1,727,283..1,728,695,1413     ,<=,gene      
BD_RS08205       ,1,727,283..1,728,695,1413     ,<=,CDS       
BD_RS08210       ,1,728,794..1,729,270,477      ,=>,gene      
BD_RS08210       ,1,728,794..1,729,270,477      ,=>,CDS       
BD_RS08215       ,1,729,478..1,729,849,372      ,=>,gene      
BD_RS08215       ,1,729,478..1,729,849,372      ,=>,CDS       
BD_RS08220       ,1,729,969..1,731,633,1665     ,<=,gene      
BD_RS08220       ,1,729,969..1,731,633,1665     ,<=,CDS       
BD_RS08225       ,1,731,747..1,732,886,1140     ,=>,gene      
BD_RS08225       ,1,731,747..1,732,886,1140     ,=>,CDS       
BD_RS08230       ,1,732,876..1,733,346,471      ,=>,gene      
BD_RS08230       ,1,732,876..1,733,346,471      ,=>,CDS       
htpG             ,1,733,417..1,735,294,1878     ,<=,gene      
htpG             ,1,733,417..1,735,294,1878     ,<=,CDS       
thrS             ,1,735,588..1,736,838,1251     ,=>,gene      
thrS             ,1,735,588..1,736,838,1251     ,=>,CDS       
BD_RS08245       ,1,736,934..1,738,022,1089     ,=>,gene      
BD_RS08245       ,1,736,934..1,738,022,1089     ,=>,CDS       
BD_RS08250       ,1,738,019..1,739,098,1080     ,<=,gene      
BD_RS08250       ,1,738,019..1,739,098,1080     ,<=,CDS       
BD_RS08255       ,1,739,095..1,740,120,1026     ,<=,gene      
BD_RS08255       ,1,739,095..1,740,120,1026     ,<=,CDS       
BD_RS08260       ,1,740,124..1,741,083,960      ,<=,gene      
BD_RS08260       ,1,740,124..1,741,083,960      ,<=,CDS       
BD_RS08265       ,1,741,083..1,741,703,621      ,<=,gene      
BD_RS08265       ,1,741,083..1,741,703,621      ,<=,CDS       
BD_RS08270       ,1,741,919..1,742,695,777      ,=>,gene      
BD_RS08270       ,1,741,919..1,742,695,777      ,=>,CDS       
BD_RS08275       ,1,742,716..1,743,255,540      ,=>,gene      
BD_RS08275       ,1,742,716..1,743,255,540      ,=>,CDS       
BD_RS08280       ,1,743,324..1,744,652,1329     ,<=,gene      
BD_RS08280       ,1,743,324..1,744,652,1329     ,<=,CDS       
BD_RS08285       ,1,744,707..1,745,633,927      ,<=,gene      
BD_RS08285       ,1,744,707..1,745,633,927      ,<=,CDS       
BD_RS08290       ,1,745,669..1,746,184,516      ,=>,gene      
BD_RS08290       ,1,745,669..1,746,184,516      ,=>,CDS       
queG             ,1,746,181..1,747,230,1050     ,<=,gene      
queG             ,1,746,181..1,747,230,1050     ,<=,CDS       
BD_RS08300       ,1,747,279..1,748,481,1203     ,=>,gene      
BD_RS08300       ,1,747,279..1,748,481,1203     ,=>,CDS       
BD_RS08305       ,1,748,482..1,749,087,606      ,=>,gene      
BD_RS08305       ,1,748,482..1,749,087,606      ,=>,CDS       
BD_RS08310       ,1,749,084..1,750,475,1392     ,<=,gene      
BD_RS08310       ,1,749,084..1,750,475,1392     ,<=,CDS       
BD_RS08315       ,1,750,472..1,750,972,501      ,<=,gene      
BD_RS08315       ,1,750,472..1,750,972,501      ,<=,CDS       
BD_RS08320       ,1,750,994..1,751,419,426      ,<=,gene      
BD_RS08320       ,1,750,994..1,751,419,426      ,<=,CDS       
BD_RS08325       ,1,751,629..1,752,018,390      ,=>,gene      
BD_RS08325       ,1,751,629..1,752,018,390      ,=>,CDS       
BD_RS08330       ,1,752,139..1,752,570,432      ,=>,gene      
BD_RS08330       ,1,752,139..1,752,570,432      ,=>,CDS       
BD_RS08335       ,1,752,875..1,754,791,1917     ,=>,gene      
BD_RS08335       ,1,752,875..1,754,791,1917     ,=>,CDS       
BD_RS08340       ,1,754,798..1,755,208,411      ,<=,gene      
BD_RS08340       ,1,754,798..1,755,208,411      ,<=,CDS       
BD_RS08345       ,1,755,196..1,756,263,1068     ,<=,gene      
BD_RS08345       ,1,755,196..1,756,263,1068     ,<=,CDS       
hflX             ,1,756,451..1,757,716,1266     ,<=,gene      
hflX             ,1,756,451..1,757,716,1266     ,<=,CDS       
chrA             ,1,757,772..1,758,854,1083     ,<=,gene      
chrA             ,1,757,772..1,758,854,1083     ,<=,CDS       
BD_RS08360       ,1,758,895..1,761,238,2344     ,<=,gene      
BD_RS08360       ,1,758,895..1,761,238,2344     ,<=,CDS       
BD_RS08365       ,1,761,615..1,762,958,1344     ,=>,gene      
BD_RS08365       ,1,761,615..1,762,958,1344     ,=>,CDS       
BD_RS08370       ,1,763,200..1,765,353,2154     ,=>,gene      
BD_RS08370       ,1,763,200..1,765,353,2154     ,=>,CDS       
BD_RS08375       ,1,765,495..1,766,679,1185     ,<=,gene      
BD_RS08375       ,1,765,495..1,766,679,1185     ,<=,CDS       
BD_RS08380       ,1,766,688..1,767,239,552      ,<=,gene      
BD_RS08380       ,1,766,688..1,767,239,552      ,<=,CDS       
BD_RS08385       ,1,767,276..1,767,479,204      ,<=,gene      
BD_RS08385       ,1,767,276..1,767,479,204      ,<=,CDS       
BD_RS08390       ,1,767,552..1,768,907,1356     ,<=,gene      
BD_RS08390       ,1,767,552..1,768,907,1356     ,<=,CDS       
BD_RS08395       ,1,769,031..1,771,721,2691     ,=>,gene      
BD_RS08395       ,1,769,031..1,771,721,2691     ,=>,CDS       
BD_RS08400       ,1,771,953..1,772,627,675      ,=>,gene      
BD_RS08400       ,1,771,953..1,772,627,675      ,=>,CDS       
BD_RS08405       ,1,772,673..1,773,770,1098     ,=>,gene      
BD_RS08405       ,1,772,673..1,773,770,1098     ,=>,CDS       
BD_RS08410       ,1,773,773..1,774,510,738      ,=>,gene      
BD_RS08410       ,1,773,773..1,774,510,738      ,=>,CDS       
BD_RS08415       ,1,774,647..1,775,030,384      ,=>,gene      
BD_RS08415       ,1,774,647..1,775,030,384      ,=>,CDS       
BD_RS08420       ,1,775,040..1,776,329,1290     ,<=,gene      
BD_RS08420       ,1,775,040..1,776,329,1290     ,<=,CDS       
BD_RS08425       ,1,776,533..1,777,393,861      ,=>,gene      
BD_RS08425       ,1,776,533..1,777,393,861      ,=>,CDS       
BD_RS08430       ,1,777,407..1,778,204,798      ,=>,gene      
BD_RS08430       ,1,777,407..1,778,204,798      ,=>,CDS       
BD_RS08435       ,1,778,210..1,781,449,3240     ,=>,gene      
BD_RS08435       ,1,778,210..1,781,449,3240     ,=>,CDS       
BD_RS08440       ,1,781,522..1,782,985,1464     ,<=,gene      
BD_RS08440       ,1,781,522..1,782,985,1464     ,<=,CDS       
BD_RS08445       ,1,783,222..1,783,467,246      ,<=,gene      
BD_RS08445       ,1,783,222..1,783,467,246      ,<=,CDS       
BD_RS08450       ,1,783,614..1,785,197,1584     ,<=,gene      
BD_RS08450       ,1,783,614..1,785,197,1584     ,<=,CDS       
BD_RS08455       ,1,785,368..1,786,912,1545     ,<=,gene      
BD_RS08455       ,1,785,368..1,786,912,1545     ,<=,CDS       
psd              ,1,787,081..1,787,854,774      ,=>,gene      
psd              ,1,787,081..1,787,854,774      ,=>,CDS       
BD_RS08465       ,1,787,861..1,788,808,948      ,<=,gene      
BD_RS08465       ,1,787,861..1,788,808,948      ,<=,CDS       
queD             ,1,788,855..1,789,217,363      ,<=,gene      
queD             ,1,788,855..1,789,217,363      ,<=,CDS       
BD_RS08475       ,1,789,247..1,789,741,495      ,=>,gene      
BD_RS08475       ,1,789,247..1,789,741,495      ,=>,CDS       
BD_RS08480       ,1,789,731..1,790,789,1059     ,<=,gene      
BD_RS08480       ,1,789,731..1,790,789,1059     ,<=,CDS       
BD_RS08485       ,1,790,990..1,791,205,216      ,=>,gene      
BD_RS08485       ,1,790,990..1,791,205,216      ,=>,CDS       
BD_RS08490       ,1,791,223..1,793,097,1875     ,=>,gene      
BD_RS08490       ,1,791,223..1,793,097,1875     ,=>,CDS       
BD_RS08495       ,1,793,094..1,794,260,1167     ,<=,gene      
BD_RS08495       ,1,793,094..1,794,260,1167     ,<=,CDS       
rfbB             ,1,794,248..1,795,234,987      ,<=,gene      
rfbB             ,1,794,248..1,795,234,987      ,<=,CDS       
rfbA             ,1,795,238..1,796,125,888      ,<=,gene      
rfbA             ,1,795,238..1,796,125,888      ,<=,CDS       
rffA             ,1,796,126..1,797,262,1137     ,<=,gene      
rffA             ,1,796,126..1,797,262,1137     ,<=,CDS       
BD_RS08515       ,1,797,304..1,798,960,1657     ,<=,gene      
BD_RS08515       ,1,797,304..1,798,960,1657     ,<=,CDS       
BD_RS08520       ,1,799,277..1,800,047,771      ,=>,gene      
BD_RS08520       ,1,799,277..1,800,047,771      ,=>,CDS       
BD_RS08525       ,1,800,171..1,800,905,735      ,=>,gene      
BD_RS08525       ,1,800,171..1,800,905,735      ,=>,CDS       
BD_RS08530       ,1,800,887..1,801,657,771      ,=>,gene      
BD_RS08530       ,1,800,887..1,801,657,771      ,=>,CDS       
BD_RS08535       ,1,801,654..1,802,394,741      ,=>,gene      
BD_RS08535       ,1,801,654..1,802,394,741      ,=>,CDS       
BD_RS08540       ,1,802,391..1,803,497,1107     ,=>,gene      
BD_RS08540       ,1,802,391..1,803,497,1107     ,=>,CDS       
BD_RS08545       ,1,803,494..1,804,570,1077     ,=>,gene      
BD_RS08545       ,1,803,494..1,804,570,1077     ,=>,CDS       
BD_RS08550       ,1,804,551..1,804,976,426      ,<=,gene      
BD_RS08550       ,1,804,551..1,804,976,426      ,<=,CDS       
BD_RS18245       ,1,805,147..1,805,293,147      ,<=,gene      
BD_RS18245       ,1,805,147..1,805,293,147      ,<=,CDS       
BD_RS08555       ,1,805,359..1,805,434,76       ,=>,gene      
BD_RS08555       ,1,805,359..1,805,434,76       ,=>,tRNA      
BD_RS08560       ,1,805,563..1,805,871,309      ,=>,gene      
BD_RS08560       ,1,805,563..1,805,871,309      ,=>,CDS       
BD_RS08565       ,1,805,901..1,806,380,480      ,=>,gene      
BD_RS08565       ,1,805,901..1,806,380,480      ,=>,CDS       
BD_RS08570       ,1,806,427..1,807,230,804      ,<=,gene      
BD_RS08570       ,1,806,427..1,807,230,804      ,<=,CDS       
BD_RS08575       ,1,807,417..1,807,674,258      ,=>,gene      
BD_RS08575       ,1,807,417..1,807,674,258      ,=>,CDS       
BD_RS08580       ,1,807,728..1,809,179,1452     ,=>,gene      
BD_RS08580       ,1,807,728..1,809,179,1452     ,=>,CDS       
BD_RS08585       ,1,809,285..1,809,371,87       ,=>,gene      
BD_RS08585       ,1,809,285..1,809,371,87       ,=>,tRNA      
BD_RS08590       ,1,809,533..1,812,154,2622     ,<=,gene      
BD_RS08590       ,1,809,533..1,812,154,2622     ,<=,CDS       
BD_RS08595       ,1,812,343..1,812,696,354      ,<=,gene      
BD_RS08595       ,1,812,343..1,812,696,354      ,<=,CDS       
BD_RS08600       ,1,812,821..1,813,003,183      ,<=,gene      
BD_RS08600       ,1,812,821..1,813,003,183      ,<=,CDS       
BD_RS08605       ,1,813,183..1,814,718,1536     ,=>,gene      
BD_RS08605       ,1,813,183..1,814,718,1536     ,=>,CDS       
BD_RS08610       ,1,814,873..1,816,090,1218     ,=>,gene      
BD_RS08610       ,1,814,873..1,816,090,1218     ,=>,CDS       
BD_RS08615       ,1,816,159..1,816,464,306      ,=>,gene      
BD_RS08615       ,1,816,159..1,816,464,306      ,=>,CDS       
BD_RS08620       ,1,816,586..1,817,053,468      ,=>,gene      
BD_RS08620       ,1,816,586..1,817,053,468      ,=>,CDS       
BD_RS08625       ,1,817,007..1,818,056,1050     ,<=,gene      
BD_RS08625       ,1,817,007..1,818,056,1050     ,<=,CDS       
BD_RS08630       ,1,818,103..1,818,867,765      ,<=,gene      
BD_RS08630       ,1,818,103..1,818,867,765      ,<=,CDS       
BD_RS08635       ,1,819,015..1,819,773,759      ,<=,gene      
BD_RS08635       ,1,819,015..1,819,773,759      ,<=,CDS       
BD_RS17970       ,1,819,883..1,821,013,1131     ,<=,gene      
BD_RS17970       ,1,819,883..1,821,013,1131     ,<=,CDS       
BD_RS08645       ,1,821,093..1,821,533,441      ,<=,gene      
BD_RS08645       ,1,821,093..1,821,533,441      ,<=,CDS       
